Year,Incident,HourlyNotionalCost,FinalDescription,Animal,OriginofCall,PropertyType,PropertyCategory,RescueType,Ward,Borough,Street
2019,Special Service,339,CAT STUCK ON THIRD STORY ROOF.  ALP REQUESTED FROM SCENE,Cat,mobile,House - single occupancy ,Dwelling,from height,MORTLAKE AND BARNES COMMON,RICHMOND UPON THAMES,WHITE HART LANE
2019,Special Service,339,CAT STUCK UNDERGROUND,Cat,mobile,Woodland/forest - broadleaf/hardwood ,Outdoor,from height,NORTHWOOD HILLS,HILLINGDON,CHAMBERLAIN WAY
2019,Special Service,339,CAT STUCK ON ROOF,Cat,landline,Electricity power station ,Non Residential,from height,ST. HELIER,MERTON,BIRCHWOOD CLOSE
2019,Special Service,339,CAT STUCK IN HOLE BEHIND KITCHEN CUPBOARD,Cat,mobile,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,KILBURN,CAMDEN,MORTIMER CRESCENT
2019,Special Service,339,CAT STUCK IN THE DRAIN,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,CHAMPION HILL,SOUTHWARK,ALBRIGHTON ROAD
2019,Special Service,339,SMALL ANIMALE RESCUE - KITTEN STUCK BEHIND BATH PANEL,Cat,mobile,House - single occupancy ,Dwelling,from height,COLLEGE PARK AND OLD OAK,HAMMERSMITH AND FULHAM,WHITE CITY CLOSE
2019,Special Service,339,CAT STUCK IN BETWEEN WALLS,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,CHURCH STREET,WESTMINSTER,LISSON GROVE
2019,Special Service,339,TO ASSIST RSPCA WITH CAT ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,WORCESTER PARK,SUTTON,CHEAM COMMON ROAD
2019,Special Service,339,CAT FALLEN FROM ROOF AND INJURED   police ON SCENE AND UNABLE TO REACH,Cat,landline,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,COURTFIELD,KENSINGTON AND CHELSEA,COURTFIELD GARDENS
2019,Special Service,339,CAT STUCK IN VOID OF CAVITY IN THE KITCHEN,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,NORTHOLT WEST END,EALING,OLD RUISLIP ROAD
2019,Special Service,339,CAT TRAPPED IN VENT,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,TOWN,ENFIELD,RUSSELL ROAD
2019,Special Service,339,Redacted,Cat,landline,Animal harm outdoors,Outdoor,from height,GOOSHAYS,HAVERING,LEAMINGTON ROAD
2019,Special Service,339,ASSIST RSPCA WITH CAT STUCK IN TREE   TL REQUESTED AT SCENE,Cat,mobile,Woodland/forest - conifers/softwood ,Outdoor,from height,CHINGFORD GREEN,WALTHAM FOREST,BURY ROAD
2019,Special Service,339,CAT TRAPPED IN TREE POSSIBLY BY COLLAR,Cat,mobile,Tree scrub ,Outdoor,from height,PURLEY & WOODCOTE,CROYDON,FOXLEY HILL ROAD
2019,Special Service,339,"CAT STUCK ON A LEDGE FOUR STOREYS UP AND NOT MOVING, UNABLE TO GAIN ACCESS",Cat,mobile,House - single occupancy ,Dwelling,from height,ST. MARY'S,ISLINGTON,ARUNDEL SQUARE
2019,Special Service,339,CAT TRAPPED IN WIRE MESH,Cat,mobile,Other retail  ,Non Residential,from height,FIGGE'S MARSH,MERTON,MAJESTIC WAY
2019,Special Service,339,Redacted,Cat,landline,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,TULSE HILL,LAMBETH,BRAILSFORD ROAD
2019,Special Service,339,ASSIST RSPCA WITH CAT FALLEN OUT OF WINDOW - RSPCA IN ATTENDANCE,Cat,mobile,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,GREENWICH WEST,GREENWICH,DOWELLS STREET
2019,Special Service,339,CAT TRAPPED ON ROOF,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,KILBURN,BRENT,ALDERSHOT ROAD
2019,Special Service,339,SMALL ANIMAL RESCUE - CAT STUCK,Cat,mobile,House - single occupancy ,Dwelling,from height,NORTHCOTE,WANDSWORTH,GRANDISON ROAD
2019,Special Service,339,ASSISTING RSPCA WITH CAT ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,FELTHAM NORTH,HOUNSLOW,SPARROW FARM DRIVE
2019,Special Service,339,CAT TRAPPED BEHIND THE FACIA OF SHOP,Cat,mobile,Single shop ,Non Residential,from height,KILBURN,BRENT,WILLESDEN LANE
2019,Special Service,339,CAT TRAPPED IN TREE - ACCESS VIA SUNNINGFIELDS ROAD,Cat,mobile,Tree scrub ,Outdoor,from height,HENDON,BARNET,SUNNY GARDENS ROAD
2019,Special Service,339,CAT STUCK IN TREE,Cat,mobile,Domestic garden (vegetation not equipment) ,Outdoor,from height,NOEL PARK,HARINGEY,TURNPIKE LANE
2019,Special Service,339,RSPCA IN ATTENDANCE  CAT FALLEN FROM THIRD FLOOR BALCONY ONTO CONCRETE OVERHANG TO ENTRANCE,Cat,mobile,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,LITTLE VENICE,WESTMINSTER,HALL PLACE
2019,Special Service,339,CAT STUCK ON LEDGE -  ** DO NOT CLOSE **,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,WEST END,WESTMINSTER,AVERY ROW
2019,Special Service,339,CAT STUCK ON WINDOW LEDGE AT HEIGHT,Cat,mobile,House - single occupancy ,Dwelling,from height,BEDFORD,WANDSWORTH,CLOUDESDALE ROAD
2019,Special Service,339,CAT TRAPPED IN NET AT SECOND FLOOR LEVEL,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,LITTLE ILFORD,NEWHAM,JACK CORNWELL STREET
2019,Special Service,339,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,CRANBROOK,REDBRIDGE,BRAMLEY CRESCENT
2019,Special Service,339,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,LEYTON,WALTHAM FOREST,BREWSTER ROAD
2019,Special Service,339,Redacted,Cat,landline,Roadside vegetation ,Outdoor,from height,ADDISON,HAMMERSMITH AND FULHAM,SPRING VALE TERRACE
2019,Special Service,339,KITTEN STUCK OUTSIDE WINDOW OF HOUSE,Cat,mobile,House - single occupancy ,Dwelling,from height,SHOOTERS HILL,GREENWICH,DALLIN ROAD
2019,Special Service,339,CAT TRAPPED ON ROOF,Cat,landline,House - single occupancy ,Dwelling,from height,CHISLEHURST,BROMLEY,NORLANDS CRESCENT
2019,Special Service,339,KITTEN POSSIBLY TRAPPED OR INJURED IN TREE,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,EDMONTON GREEN,ENFIELD,WEST CLOSE
2019,Special Service,339,Redacted,Cat,landline,Domestic garden (vegetation not equipment) ,Outdoor,from height,CHELSEA RIVERSIDE,KENSINGTON AND CHELSEA,UPPER CHEYNE ROW
2019,Special Service,339,CAT STUCK ON HIGH FENCE    ASSISTANCE REQUESTED BY RSPCA OFFICER ON SCENE,Cat,mobile,Fence,Outdoor Structure,from height,FOREST GATE SOUTH,NEWHAM,FARADAY ROAD
2019,Special Service,339,Redacted,Cat,mobile,Tree scrub ,Outdoor,from height,STRATFORD AND NEW TOWN,NEWHAM,TEMPLE MILL LANE
2019,Special Service,339,CAT TRAPPED BETWEEN WALL AND FENCE,Cat,mobile,House - single occupancy ,Dwelling,from height,WOOD STREET,WALTHAM FOREST,VALLENTIN ROAD
2019,Special Service,339,Redacted,Cat,landline,Domestic garden (vegetation not equipment) ,Outdoor,from height,VICTORIA,HACKNEY,VICTORIA PARK ROAD
2019,Special Service,339,RUNNING CALL TO CAT IN TREE,Cat,landline,House - single occupancy ,Dwelling,from height,GROVE PARK,LEWISHAM,CASTLETON ROAD
2019,Special Service,339,CAT STUCK ON ROOF - RSPCA INSP ON SCENE,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,FELTHAM NORTH,HOUNSLOW,HOUNSLOW ROAD
2019,Special Service,339,CATS TRAPPED ON ROOF - ONE BY COLLAR,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,WANDLE VALLEY,SUTTON,OAK WALK
2020,Special Service,339,CAT TRAPPED BETWEEN CHIMNEY ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,TUDOR,KINGSTON UPON THAMES,DYSART AVENUE
2020,Special Service,339,Redacted,Cat,mobile,House - single occupancy ,Dwelling,from height,ASKEW,HAMMERSMITH AND FULHAM,GOODWIN ROAD
2020,Special Service,339,CAT STUCK UP TREE - UNABLE TO CONTACT RSPCA,Cat,mobile,House - single occupancy ,Dwelling,from height,CROUCH END,HARINGEY,CRESCENT ROAD
2020,Special Service,339,CAT TRAPPED ON NINTH FLOOR LEDGE,Cat,mobile,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,HOXTON WEST,HACKNEY,WIMBOURNE STREET
2020,Special Service,339,KITTEN STUCK IN TREE,Cat,mobile,Woodland/forest - broadleaf/hardwood ,Outdoor,from height,TOWNFIELD,HILLINGDON,FULWOOD CLOSE
2020,Special Service,339,ASSIST RSPCA WITH CAT ON ROOF OF SECOND FLOOR   RSPCA OFFICER IN ATTENDANCE,Cat,landline,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,BLACKHEATH WESTCOMBE,GREENWICH,WESTCOMBE HILL
2020,Special Service,339,CAT  STUCK ON ROOF  CORNER OF  ST PANCRAS WAY,Cat,mobile,House - single occupancy ,Dwelling,from height,CANTELOWES,CAMDEN,ROYAL COLLEGE STREET
2020,Special Service,339,RUNNING CALL TO SMALL ANIMAL RESCUE - CAT IN TREE,Cat,landline,House - single occupancy ,Dwelling,from height,MUSWELL HILL,HARINGEY,WAVEL MEWS
2020,Special Service,339,CAT STUCK UP TREE - RSPCA UNABLE TO ATTEND,Cat,landline,House - single occupancy ,Dwelling,from height,ROXBOURNE,HARROW,RAYNERS LANE
2020,Special Service,339,Redacted,Cat,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,SHIRLY SOUTH,CROYDON,LAUREL CRESCENT
2020,Special Service,339,CAT TRAPPED BETWEEN A SHOP SIGN AND A LEDGE,Cat,mobile,Single shop ,Non Residential,from height,SURREY DOCKS,SOUTHWARK,ELGAR STREET
2020,Special Service,339,CAT STUCK UP A TREE - LADDER REQUIRED    ASSISTANCE REQUESTED BY RSPCA OFFICER IN ATTENDANCE,Cat,mobile,Tree scrub ,Outdoor,from height,ST. GEORGE'S,ISLINGTON,TUFNELL PARK ROAD
2020,Special Service,339,Redacted,Cat,landline,Domestic garden (vegetation not equipment) ,Outdoor,from height,NORTHWOOD,HILLINGDON,FRITHWOOD AVENUE
2020,Special Service,339,ASSIST RSPCA WITH CAT ON ROOF,Cat,mobile,Shopping Centre ,Non Residential,from height,VILLAGE,BARKING AND DAGENHAM,HEATHWAY
2020,Special Service,339,CAT STUCK ON EDGE OF ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,LEYTON,WALTHAM FOREST,PARK ROAD
2020,Special Service,339,SMALL ANIMAL RESCUE - DISTRESSED ELDERLY FEMALE WITH CAT TRAPPED BY BRANCH IN TREE  RSPOCA NOT ABLE ,Cat,landline,House - single occupancy ,Dwelling,from height,STOCKWELL,LAMBETH,LARKHALL LANE
2020,Special Service,339,CAT TRAPPED ON ROOF - CLIMBED UP SCAFFOLDING WHICH HAS NOW BEEN REMOVED BY BUILDERS - NO WAY FOR HIM,Cat,mobile,House - single occupancy ,Dwelling,from height,COLVILLE,KENSINGTON AND CHELSEA,POWIS MEWS
2020,Special Service,339,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,COLVILLE,KENSINGTON AND CHELSEA,LEDBURY ROAD
2020,Special Service,339,INJURED CAT STUCK ON BALCONY,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,HOLLOWAY,ISLINGTON,EDEN GROVE
2020,Special Service,346,Redacted,Cat,landline,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,KING'S PARK,HACKNEY,ADLEY STREET
2020,Special Service,346,PERSON STUCK IN TREE  ATTEMPTING TO RESCUE CAT,Cat,mobile,Playground/Recreation area (not equipment),Outdoor,from height,NOTTING DALE,KENSINGTON AND CHELSEA,DARFIELD WAY
2020,Special Service,346,CAT STUCK ON ROOF,Cat,mobile,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,MARKHOUSE,WALTHAM FOREST,MARKHOUSE ROAD
2020,Special Service,346,CAT STUCK ON ROOF,Cat,mobile,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,WEST DRAYTON,HILLINGDON,STATION ROAD
2020,Special Service,346,ASSIST police TO RESCUE CAT UP TREE WHO ARE IN ATTENDANCE WITH THE OWNER WHO HAS MENTAL HEALTH ISSUE,Cat,landline,Tree scrub ,Outdoor,from height,MUSWELL HILL,HARINGEY,QUEENSWOOD ROAD
2020,Special Service,346,CAT STUCK UNDER SOLAR PANEL,Cat,mobile,House - single occupancy ,Dwelling,from height,VALENCE,BARKING AND DAGENHAM,LYMINGTON ROAD
2020,Special Service,346,Redacted,Cat,landline,Animal harm outdoors,Outdoor,from height,HOXTON WEST,HACKNEY,WENLOCK STREET
2020,Special Service,346,CAT STUCK UP TREE  REQUESTED FROM RSPCA - WHO IS NOT ON SCENE,Cat,mobile,Tree scrub ,Outdoor,from height,MIDDLE PARK AND SUTCLIFFE,GREENWICH,SIBTHORPE ROAD
2020,Special Service,346,Redacted,Cat,landline,Woodland/forest - conifers/softwood ,Outdoor,from height,HATCH LANE,WALTHAM FOREST,CONEY BURROWS
2020,Special Service,346,ASSIST RSCPA WITH CAT ON THE ROOF,Cat,landline,House - single occupancy ,Dwelling,from height,FINCHLEY CHURCH END,BARNET,HOLDERS HILL AVENUE
2020,Special Service,346,REQUESTED BY RSPCA TO CAT STUCK ON ROOF   RSPCA INSPECTOR NOT IN ATTENDANCE,Cat,mobile,House - single occupancy ,Dwelling,from height,BRUCE GROVE,HARINGEY,NAPIER ROAD
2020,Special Service,346,INJURED CAT ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,SLADE GREEN & NORTHEND,BEXLEY,MOAT LANE
2020,Special Service,346,Redacted,Cat,landline,Tree scrub ,Outdoor,from height,VILLAGE,MERTON,MARRYAT ROAD
2020,Special Service,346,CAT TRAPPED ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,CROFTON PARK,LEWISHAM,BOVILL ROAD
2020,Special Service,346,CAT IS INJURED IN TREE UNABLE TO COME DOWN,Cat,mobile,Tree scrub ,Outdoor,from height,SHACKLEWELL,HACKNEY,PRINCESS MAY ROAD
2020,Special Service,346,CAT STUCK ON ROOK - ASSIST RSPCA THEY ARE WAITING ON SCENE,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,LATCHMERE,WANDSWORTH,FOWLER CLOSE
2020,Special Service,346,ASSIST RSPCA WITH CAT ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,HESTON CENTRAL,HOUNSLOW,SUTTON LANE
2020,Special Service,346,CAT TRAPPED ON ROOF,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,SYDENHAM,LEWISHAM,LONGTON AVENUE
2020,Special Service,346,CAT IN DISTRESS IN TREE,Cat,mobile,House - single occupancy ,Dwelling,from height,WHALEBONE,BARKING AND DAGENHAM,FARRANCE ROAD
2020,Special Service,346,Redacted,Cat,mobile,House - single occupancy ,Dwelling,from height,EAST HAM CENTRAL,NEWHAM,BARKING ROAD
2020,Special Service,346,CAT TRAPPED BEHIND WALL,Cat,mobile,House - single occupancy ,Dwelling,from height,EAST HAM SOUTH,NEWHAM,CHARLEMONT ROAD
2020,Special Service,346,CAT TRAPPED ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,GOODMAYES,REDBRIDGE,SEVEN KINGS ROAD
2020,Special Service,346,Redacted,Cat,landline,Woodland/forest - conifers/softwood ,Outdoor,from height,COPERS COPE,BROMLEY,THE KNOLL
2020,Special Service,346,CAT STUCK ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,MARKHOUSE,WALTHAM FOREST,GRESLEY CLOSE
2020,Special Service,346,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,WHITE HART LANE,HARINGEY,LORDSHIP LANE
2020,Special Service,346,ASSIST RSPCA WITH CAT RESCUE,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,NEWINGTON,SOUTHWARK,PENTON PLACE
2020,Special Service,346,CAT STUCK UP TREE,Cat,mobile,Tree scrub ,Outdoor,from height,NONSUCH,SUTTON,LONDON ROAD
2020,Special Service,346,CAT STUCK BETWEEN CEILING TILE AND ROOF PETS   AT HOME     VETS  COMPANION CARE SITE,Cat,landline,Veterinary surgery,Non Residential,from height,SYON,HOUNSLOW,LONDON ROAD
2020,Special Service,346,CAT STUCK ON ROOF OF HOUSE - UNABLE TO GET DOWN,Cat,mobile,House - single occupancy ,Dwelling,from height,CLAPHAM TOWN,LAMBETH,BRAYBURNE AVENUE
2020,Special Service,346,INJUIRED KITTEN STUCK IN TREE,Cat,mobile,Domestic garden (vegetation not equipment) ,Outdoor,from height,NEWBURY,REDBRIDGE,PERTH ROAD
2020,Special Service,346,Redacted,Cat,landline,Woodland/forest - broadleaf/hardwood ,Outdoor,from height,CAMPDEN,KENSINGTON AND CHELSEA,AIRLIE GARDENS
2020,Special Service,346,CAT TRAPPED BETWEEN TWO BRANCHES IN A TREE,Cat,landline,Tree scrub ,Outdoor,from height,CANONBURY,ISLINGTON,ROTHERFIELD STREET
2020,Special Service,346,CAT TRAPPED ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,NORTHFIELD,EALING,DEVONSHIRE ROAD
2020,Special Service,346,KITTEN STUCK ON CHIMNEY,Cat,mobile,House - single occupancy ,Dwelling,from height,BOLEYN,NEWHAM,CENTRAL PARK ROAD
2020,Special Service,346,RUNNING CALL TO CAT UP TREE,Cat,landline,Tree scrub ,Outdoor,from height,COLDHARBOUR,LAMBETH,WILTSHIRE ROAD
2020,Special Service,346,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,CHURCH STREET,WESTMINSTER,CHURCH STREET
2020,Special Service,346,CAT STUCK ON ROOF - ALLEYWAY AT SIDE OF BAPTIST CHURCH - CALLER WILL WAIT AND SHOW CREWS,Cat,mobile,Church/Chapel ,Non Residential,from height,CHILDS HILL,BARNET,MORTIMER CLOSE
2020,Special Service,346,CAT TRAPPED IN WALLS OF PROPERTY,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,CAMBERWELL GREEN,SOUTHWARK,PICTON STREET
2020,Special Service,346,INJURED CAT UP A TREE - CALLER STATED CAT IS HANGING OFF THE TREE,Cat,mobile,Road surface/pavement ,Outdoor,from height,EDMONTON GREEN,ENFIELD,BRETTENHAM ROAD
2020,Special Service,346,TO ASSIST RSPCA-CAT TRAPPED UNDER RAILWAY BRIDGE,Cat,mobile,Bridge,Outdoor Structure,from height,NEWINGTON,SOUTHWARK,JOHN RUSKIN STREET
2020,Special Service,346,CAT TRAPPED IN GUTTER,Cat,mobile,House - single occupancy ,Dwelling,from height,SOUTH TWICKENHAM,RICHMOND UPON THAMES,STRAWBERRY VALE
2020,Special Service,346,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,COLINDALE,BARNET,THE CONCOURSE
2020,Special Service,346,KITTEN TRAPPED IN REAR PATIO AREA   - CALLER WILL MEET CREWS,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,BARNSBURY,ISLINGTON,BROOKSBY STREET
2020,Special Service,346,CAT TRAPPED IN TREE    INSIDE THE PARK   CALLER WILL MEET YOU IN HEATH PASSAGE,Cat,mobile,Woodland/forest - conifers/softwood ,Outdoor,from height,HAMPSTEAD TOWN,CAMDEN,HEATH PASSAGE
2020,Special Service,346,Redacted,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,TURNHAM GREEN,HOUNSLOW,GROSVENOR ROAD
2020,Special Service,346,KITTEN ON ROOF BEING ATTACKED BY CROWS,Cat,landline,House - single occupancy ,Dwelling,from height,DOWNHAM,LEWISHAM,BOURNESIDE GARDENS
2020,Special Service,346,Redacted,Cat,landline,House - single occupancy ,Dwelling,from height,PLAISTOW NORTH,NEWHAM,TWEEDMOUTH ROAD
2020,Special Service,346,KITTENS TRAPPED IN SHUTTER,Cat,mobile,Single shop ,Non Residential,from height,CAMBERWELL GREEN,SOUTHWARK,COLDHARBOUR LANE
2020,Special Service,346,CAT TRAPPED ON ON ROOF,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,SOUTH BERMONDSEY,SOUTHWARK,STEVENSON CRESCENT
2020,Special Service,346,CAT STUCK ON ROOF   REQ BY RSPCA,Cat,mobile,House - single occupancy ,Dwelling,from height,CANN HALL,WALTHAM FOREST,CANN HALL ROAD
2020,Special Service,346,CAT TRAPPED IN FIRE ESCAPE,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,NUNHEAD & QUEEN'S ROAD,SOUTHWARK,CANDLE GROVE
2020,Special Service,346,CAT UP TREE   RSPCA IN ATTENDANCE,Cat,mobile,Domestic garden (vegetation not equipment) ,Outdoor,from height,HEATHROW VILLAGES,HILLINGDON,ZEALAND AVENUE
2020,Special Service,346,Redacted,Cat,landline,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,HERNE HILL,LAMBETH,MAYALL ROAD
2020,Special Service,346,CAT WITH LEG TRAPPED IN TREE,Cat,mobile,House - single occupancy ,Dwelling,from height,CROFTON PARK,LEWISHAM,BEXHILL ROAD
2020,Special Service,346,ASSIST RSPCA - CAT STUCK BEHIND CLADDING,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,SANDS END,HAMMERSMITH AND FULHAM,TOWNMEAD ROAD
2020,Special Service,346,KITTEN TRAPPED BEHIND BEAM IN ATTIC -    SNAKE EYE CAMERA REQUESTED FROM SCENE,Cat,mobile,House - single occupancy ,Dwelling,from height,HASELBURY,ENFIELD,BULWER ROAD
2020,Special Service,346,CAT UP TREE BEING ATTACKED BY BIRDS,Cat,mobile,Tree scrub ,Outdoor,from height,DORMERS WELLS,EALING,WHITECOTE ROAD
2020,Special Service,346,CAT STUCK ON FIRST FLOOR WINDOW LEDGE - OFF DUTY police OFFICER ON SCENE,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,ST. JAMES'S,WESTMINSTER,ST MARTIN'S LANE
2020,Special Service,346,Redacted,Cat,landline,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,CLAPHAM TOWN,LAMBETH,RECTORY GROVE
2020,Special Service,346,Redacted,Cat,landline,Shopping Centre ,Non Residential,from height,SOUTHFIELDS,WANDSWORTH,GARRATT LANE
2020,Special Service,346,Redacted,Cat,mobile,Woodland/forest - broadleaf/hardwood ,Outdoor,from height,ADDISCOMBE WEST,CROYDON,GRANVILLE CLOSE
2020,Special Service,346,CAT ON ROOF INACCESSIBLE FROM REST OF BUILDING,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,WEST END,WESTMINSTER,GREAT MARLBOROUGH STREET
2020,Special Service,346,KITTEN STUCK IN TREE,Cat,mobile,Tree scrub ,Outdoor,from height,BRYANSTON AND DORSET SQUARE,WESTMINSTER,BRYANSTON MEWS WEST
2020,Special Service,346,CAT TRAPPED ON ROOF IN PRECARIOUS POSITION,Cat,mobile,Bungalow - single occupancy ,Dwelling,from height,HAINAULT,REDBRIDGE,POLLARD CLOSE
2020,Special Service,346,ASSIST RSPCA WITH CAT UP TREE,Cat,mobile,Tree scrub ,Outdoor,from height,DULWICH WOOD,SOUTHWARK,BOWEN DRIVE
2020,Special Service,346,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,PENINSULA,GREENWICH,TUSKAR STREET
2020,Special Service,346,CAT IN TREE,Cat,mobile,Woodland/forest - broadleaf/hardwood ,Outdoor,from height,BRENTFORD,HOUNSLOW,BOSTON MANOR ROAD
2020,Special Service,346,ASSIST RSPCA WITH SMALL ANIMAL RESCUE - RSPCA OFFICER ON SCENE,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,KENLEY,CROYDON,GODSTONE ROAD
2020,Special Service,346,CAT TRAPPED IN DRAIN PIPE - LOCATED ON THE ROOF OF HOUSE,Cat,mobile,House - single occupancy ,Dwelling,from height,VILLAGE,MERTON,ELLERTON ROAD
2020,Special Service,346,Redacted,Cat,mobile,Domestic garden (vegetation not equipment) ,Outdoor,from height,BICKLEY,BROMLEY,PARKSIDE AVENUE
2020,Special Service,346,CAT STUCK ON ROOF - OWNER ON SCENE,Cat,landline,House - single occupancy ,Dwelling,from height,HALE END AND HIGHAMS PARK,WALTHAM FOREST,HILLCREST ROAD
2020,Special Service,346,CAT ON ROOF POSSIBLY INJURED,Cat,mobile,House - single occupancy ,Dwelling,from height,FINCHLEY CHURCH END,BARNET,HENDON LANE
2020,Special Service,346,CAT TRAPPED IN GRATE ON ROOF,Cat,mobile,Infant/Primary school,Non Residential,from height,GREEN STREET EAST,NEWHAM,SANDRINGHAM ROAD
2020,Special Service,346,Redacted,Cat,mobile,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,LITTLE VENICE,WESTMINSTER,WARWICK AVENUE
2020,Special Service,346,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,STOKE NEWINGTON,HACKNEY,GARNHAM CLOSE
2020,Special Service,346,Redacted,Cat,landline,House - single occupancy ,Dwelling,from height,CRAY VALLEY EAST,BROMLEY,SHEEPCOTE LANE
2020,Special Service,346,ASSIST RSPCA WITH CAT IN TREE - RSPCA ON SCENE,Cat,mobile,Tree scrub ,Outdoor,from height,FORTIS GREEN,HARINGEY,EASTWOOD ROAD
2020,Special Service,346,CAT TRAPPED ON LOW FLAT ROOF,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,HARROW ROAD,WESTMINSTER,HARROW ROAD
2020,Special Service,346,Redacted,Cat,mobile,Tree scrub ,Outdoor,from height,KENTISH TOWN,CAMDEN,FORTESS ROAD
2020,Special Service,346,CAT STUCK ON RAILINGS   NEXT TO THE SCHOOL,Cat,mobile,Railings,Outdoor Structure,from height,HIGHAM HILL,WALTHAM FOREST,WALTHAM PARK WAY
2020,Special Service,346,CAT TRAPPED INSIDE DERELICT BUILDING - CALLER WILL MEET CREWS,Cat,mobile,Purpose built office ,Non Residential,from height,WEST END,WESTMINSTER,GREAT MARLBOROUGH STREET
2020,Special Service,346,CAT STUCK ON CHIMNEY    ABOVE ONE STOP  RSPCA DECLINED TO ATTEND   ACCESS VIA BACK OF SHOP,Cat,landline,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,CRAYFORD,BEXLEY,MAYPLACE ROAD EAST
2020,Special Service,346,CAT TRAPPED ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,LITTLE VENICE,WESTMINSTER,WARWICK AVENUE
